name,_id,run_start_time,run_end_time,status,status_message,nrc_create_necb_prototype_building.building_type,nrc_create_necb_prototype_building.epw_file,nrc_create_necb_prototype_building.template,nrc_report_utility_costs.total_site_energy,openstudio_results.eui
MidriseApartmentON_WindsorNECB2015,001a8d64-e12d-433e-9dd6-3f48b5a8693b,2021-12-24T17:14:14.806Z,2021-12-24T17:21:36.167Z,completed,completed normal,MidriseApartment,ON_Windsor,NECB2015,566900,180.8536167
WarehouseNT_YellowknifeNECB2011,008857aa-f8f0-40fd-94f7-0d75adc6e316,2021-12-24T15:47:47.785Z,2021-12-24T15:50:03.334Z,completed,completed normal,Warehouse,NT_Yellowknife,NECB2011,715500,147.9823477
LargeOfficeYT_WhitehorseNECB2017,0099b5fc-cfa3-428f-ab89-80ad7c804ad3,2021-12-24T18:03:29.315Z,2021-12-24T18:08:23.004Z,completed,completed normal,LargeOffice,YT_Whitehorse,NECB2017,4977000,107.441728
RetailStandaloneBC_VictoriaNECB2011,00ca679e-ab13-4280-9e87-d4fe7be411c2,2021-12-24T16:05:42.749Z,2021-12-24T16:07:58.846Z,completed,completed normal,RetailStandalone,BC_Victoria,NECB2011,393200,171.4116743
RetailStripmallQC_Saguenay-BagotvilleNECB2020,00cab0e0-362c-4f4a-907a-9668bc418a5a,2021-12-24T16:45:37.841Z,2021-12-24T16:48:48.333Z,completed,completed normal,RetailStripmall,QC_Saguenay-Bagotville,NECB2020,439400,210.192432
MidriseApartmentNS_HalifaxNECB2011,00e30728-8798-40c6-9a82-4f2e08f61727,2021-12-24T17:06:05.278Z,2021-12-24T17:12:36.665Z,completed,completed normal,MidriseApartment,NS_Halifax,NECB2011,451600,144.0707315
WarehouseBC_VancouverNECB2015,01482825-327f-41e4-a8b6-adaa81da26f7,2021-12-24T15:42:47.424Z,2021-12-24T15:45:11.000Z,completed,completed normal,Warehouse,BC_Vancouver,NECB2015,465100,96.18838239
MediumOfficeNS_Sydney-McCurdyNECB2020,0183e845-49b8-46b2-9d36-3e257b174d50,2021-12-24T16:21:55.369Z,2021-12-24T16:26:43.896Z,completed,completed normal,MediumOffice,NS_Sydney-McCurdy,NECB2020,681800,136.8507959
RetailStripmallSK_SaskatoonNECB2015,0252a138-eb19-47b3-8e9d-201b993ffe89,2021-12-24T16:46:00.769Z,2021-12-24T16:49:17.025Z,completed,completed normal,RetailStripmall,SK_Saskatoon,NECB2015,576100,275.6170241
WarehouseNL_St.JohnsNECB2020,02b3124a-96b3-4743-88e9-ef1d0a0bbe19,2021-12-24T15:45:22.197Z,2021-12-24T15:48:03.229Z,completed,completed normal,Warehouse,NL_St.Johns,NECB2020,677500,140.1134337
SmallOfficeON_TorontoNECB2011,02cfd347-92fb-42e4-ab93-9df9cd037472,2021-12-24T15:58:42.129Z,2021-12-24T16:00:53.928Z,completed,completed normal,SmallOffice,ON_Toronto,NECB2011,74570,145.8882194
LargeOfficeNB_FrederictonNECB2017,03804ceb-7b6c-41e0-9486-717031c4cd90,2021-12-24T17:44:48.170Z,2021-12-24T18:01:02.415Z,completed,completed normal,LargeOffice,NB_Fredericton,NECB2017,4983000,107.5729397
MediumOfficeMB_Winnipeg-RichardsonNECB2017,038f223c-16f9-43ae-b2ae-a78b2c0386ad,2021-12-24T16:19:12.051Z,2021-12-24T16:23:40.357Z,completed,completed normal,MediumOffice,MB_Winnipeg-Richardson,NECB2017,666100,133.7012438
MidriseApartmentNT_Inuvik-ZubkoNECB2020,039f6f78-b8a6-4547-89c3-097685dff7af,2021-12-24T17:12:36.922Z,2021-12-24T17:20:57.570Z,completed,completed normal,MidriseApartment,NT_Inuvik-Zubko,NECB2020,692800,221.0198752
RetailStandaloneNT_YellowknifeNECB2015,03e7ff75-77e4-4c7a-a63a-e757907bf46b,2021-12-24T16:09:28.598Z,2021-12-24T16:12:22.997Z,completed,completed normal,RetailStandalone,NT_Yellowknife,NECB2015,557500,243.023921
MediumOfficeNS_YarmouthNECB2017,03ffb024-9e6c-40af-ad33-7e55bb9e3618,2021-12-24T16:23:40.522Z,2021-12-24T16:28:48.764Z,completed,completed normal,MediumOffice,NS_Yarmouth,NECB2017,677800,136.0445908
FullServiceRestaurantSK_SaskatoonNECB2020,04a98909-a6aa-45c2-b7f9-3261c8d34a63,2021-12-24T16:56:56.147Z,2021-12-24T16:59:15.860Z,completed,completed normal,FullServiceRestaurant,SK_Saskatoon,NECB2020,197100,385.6717424
MidriseApartmentAB_Fort.McMurrayNECB2015,04f3af5c-607d-4952-971e-7aa6798f2ea5,2021-12-24T16:58:44.615Z,2021-12-24T17:06:08.799Z,completed,completed normal,MidriseApartment,AB_Fort.McMurray,NECB2015,674200,215.0914397
SmallOfficeQC_QuebecNECB2017,04fe4518-c9cb-45ef-b111-98e9b23df376,2021-12-24T16:01:14.001Z,2021-12-24T16:03:49.911Z,completed,completed normal,SmallOffice,QC_Quebec,NECB2017,62430,122.1350566
LargeOfficeNL_St.JohnsNECB2011,04ffd79f-3e1e-4210-8ed2-57baed1b7224,2021-12-24T17:44:51.404Z,2021-12-24T17:49:23.981Z,completed,completed normal,LargeOffice,NL_St.Johns,NECB2011,5233000,112.9718711
WarehouseNS_YarmouthNECB2017,052fba9c-00ea-4cb0-b6bc-5e0de75f1522,2021-12-24T15:47:10.473Z,2021-12-24T15:50:08.992Z,completed,completed normal,Warehouse,NS_Yarmouth,NECB2017,498600,103.1237354
FullServiceRestaurantBC_VancouverNECB2011,053e7b72-3172-4e97-80ab-afaae09f916c,2021-12-24T16:48:46.918Z,2021-12-24T16:50:58.072Z,completed,completed normal,FullServiceRestaurant,BC_Vancouver,NECB2011,245400,480.1591183
MediumOfficeNT_Inuvik-ZubkoNECB2015,05ad71f6-9395-44e7-83a2-31ba1b6d2a63,2021-12-24T16:24:15.942Z,2021-12-24T16:28:30.726Z,completed,completed normal,MediumOffice,NT_Inuvik-Zubko,NECB2015,766100,153.7710659
WarehouseSK_SaskatoonNECB2015,060b9d40-e91f-4639-8d3a-f5a181e02dda,2021-12-24T15:51:06.065Z,2021-12-24T15:53:25.565Z,completed,completed normal,Warehouse,SK_Saskatoon,NECB2015,749200,154.9429787
WarehouseSK_SaskatoonNECB2020,0611a161-a337-4de8-bb86-006f53acd5c3,2021-12-24T15:51:09.739Z,2021-12-24T15:53:38.938Z,completed,completed normal,Warehouse,SK_Saskatoon,NECB2020,756100,156.3780774
RetailStripmallQC_Montreal-TrudeauNECB2015,06180b6a-c04c-4529-8eb4-cae2e114c9f8,2021-12-24T16:43:53.058Z,2021-12-24T16:46:46.037Z,completed,completed normal,RetailStripmall,QC_Montreal-Trudeau,NECB2015,512000,244.9212986
SmallOfficeMB_Winnipeg-RichardsonNECB2011,063faa03-45be-410d-bce7-bf867db3f37d,2021-12-24T15:55:14.914Z,2021-12-24T15:57:33.924Z,completed,completed normal,SmallOffice,MB_Winnipeg-Richardson,NECB2011,80490,157.4577649
LargeOfficeNS_HalifaxNECB2017,06995e0c-aa03-47d0-be3b-2770974bef57,2021-12-24T17:45:27.824Z,2021-12-24T17:57:11.872Z,completed,completed normal,LargeOffice,NS_Halifax,NECB2017,4926000,106.3519149
RetailStandaloneQC_QuebecNECB2020,069b4aba-e2c8-4d52-b9a9-761cf1c2ce9c,2021-12-24T16:12:23.302Z,2021-12-24T16:15:05.635Z,completed,completed normal,RetailStandalone,QC_Quebec,NECB2020,360500,157.134028
QuickServiceRestaurantNB_FrederictonNECB2011,06a839e0-3555-4361-a70b-31ceb034c5a7,2021-12-24T17:30:34.949Z,2021-12-24T17:32:51.358Z,completed,completed normal,QuickServiceRestaurant,NB_Fredericton,NECB2011,278900,1200.563351
MidriseApartmentNT_Inuvik-ZubkoNECB2017,06b8b609-fcd6-49ec-814c-9157e8ce26f8,2021-12-24T17:12:13.463Z,2021-12-24T17:20:29.405Z,completed,completed normal,MidriseApartment,NT_Inuvik-Zubko,NECB2017,646900,206.3689298
QuickServiceRestaurantNT_YellowknifeNECB2015,06bbe3b2-f252-4b5e-860e-29351102ad25,2021-12-24T17:33:47.693Z,2021-12-24T17:36:03.037Z,completed,completed normal,QuickServiceRestaurant,NT_Yellowknife,NECB2015,336900,1450.030128
QuickServiceRestaurantMB_Winnipeg-RichardsonNECB2020,06ec489a-7719-40da-8833-812b99b4ab13,2021-12-24T17:30:28.217Z,2021-12-24T17:33:01.448Z,completed,completed normal,QuickServiceRestaurant,MB_Winnipeg-Richardson,NECB2020,74430,320.3399233
SmallOfficeYT_WhitehorseNECB2017,07808f62-62b3-44bf-931e-575655429446,2021-12-24T16:03:19.547Z,2021-12-24T16:05:52.334Z,completed,completed normal,SmallOffice,YT_Whitehorse,NECB2017,67670,132.378642
LargeOfficeNS_Sydney-McCurdyNECB2015,07834c59-735f-45a6-8f77-7f25d5a05c6a,2021-12-24T17:49:04.763Z,2021-12-24T17:55:11.087Z,completed,completed normal,LargeOffice,NS_Sydney-McCurdy,NECB2015,5593000,120.7441879
RetailStandaloneNB_FrederictonNECB2011,07b53515-ea49-45fe-a260-fc047eea8532,2021-12-24T16:06:18.229Z,2021-12-24T16:08:45.765Z,completed,completed normal,RetailStandalone,NB_Fredericton,NECB2011,545000,237.595485
LargeOfficeQC_Saguenay-BagotvilleNECB2020,07e50e13-a999-4d3a-aa80-793dff06f9a2,2021-12-24T18:01:58.184Z,2021-12-24T18:07:18.461Z,completed,completed normal,LargeOffice,QC_Saguenay-Bagotville,NECB2020,4575000,98.7749165
MediumOfficeMB_Winnipeg-RichardsonNECB2011,08310c01-df2a-45ee-b062-99e3b77f81e2,2021-12-24T16:19:05.826Z,2021-12-24T16:22:53.571Z,completed,completed normal,MediumOffice,MB_Winnipeg-Richardson,NECB2011,705200,141.5402776
FullServiceRestaurantAB_Fort.McMurrayNECB2020,089bf46f-ad89-4f5c-8e8c-3b8f9b9710f3,2021-12-24T16:48:44.940Z,2021-12-24T16:51:40.008Z,completed,completed normal,FullServiceRestaurant,AB_Fort.McMurray,NECB2020,203700,398.5620659
MediumOfficeNL_St.JohnsNECB2020,094bb467-9a96-43ca-8d32-160632abc11e,2021-12-24T16:21:09.044Z,2021-12-24T16:25:32.251Z,completed,completed normal,MediumOffice,NL_St.Johns,NECB2020,622000,124.8452544
SmallOfficeNS_YarmouthNECB2015,09d00691-b90a-4d21-8620-8da696b92ac9,2021-12-24T15:57:59.550Z,2021-12-24T16:00:41.938Z,completed,completed normal,SmallOffice,NS_Yarmouth,NECB2015,69930,136.802132
QuickServiceRestaurantQC_Montreal-TrudeauNECB2017,0a57c573-bc01-4d84-82bc-381cdcb6715b,2021-12-24T17:35:37.884Z,2021-12-24T17:38:06.022Z,completed,completed normal,QuickServiceRestaurant,QC_Montreal-Trudeau,NECB2017,133100,572.6999703
RetailStripmallON_TorontoNECB2017,0aeef002-a023-4d8d-bd68-a747595bc4b3,2021-12-24T16:42:38.244Z,2021-12-24T16:45:35.879Z,completed,completed normal,RetailStripmall,ON_Toronto,NECB2017,425600,203.5932297
FullServiceRestaurantON_Sault.Ste.MarieNECB2017,0b10a61c-178a-4b39-afae-2cb4fed3eb8f,2021-12-24T16:54:42.822Z,2021-12-24T16:57:18.737Z,completed,completed normal,FullServiceRestaurant,ON_Sault.Ste.Marie,NECB2017,268800,525.9654157
MidriseApartmentNS_Sydney-McCurdyNECB2011,0b464dfe-266e-439f-af20-d03af4ff6db3,2021-12-24T17:06:49.856Z,2021-12-24T17:13:35.396Z,completed,completed normal,MidriseApartment,NS_Sydney-McCurdy,NECB2011,484300,154.4999927
FullServiceRestaurantQC_QuebecNECB2020,0b921686-c6ee-4ba1-bfe9-da34526b422a,2021-12-24T16:56:11.909Z,2021-12-24T16:58:43.205Z,completed,completed normal,FullServiceRestaurant,QC_Quebec,NECB2020,146500,286.6847088
FullServiceRestaurantMB_Winnipeg-RichardsonNECB2015,0b9cb64e-0ada-4b74-86f0-8f3a8495c2df,2021-12-24T16:49:35.680Z,2021-12-24T16:52:07.778Z,completed,completed normal,FullServiceRestaurant,MB_Winnipeg-Richardson,NECB2015,392300,767.4198702
LargeOfficeNT_YellowknifeNECB2011,0c7f0deb-4087-4c12-ad9f-5fbd54228d12,2021-12-24T17:51:17.023Z,2021-12-24T17:56:18.144Z,completed,completed normal,LargeOffice,NT_Yellowknife,NECB2011,6005000,129.6390008
SmallOfficeQC_Saguenay-BagotvilleNECB2015,0caaa63a-0ce9-4c85-b49f-62c96b0b9526,2021-12-24T16:01:19.389Z,2021-12-24T16:03:53.590Z,completed,completed normal,SmallOffice,QC_Saguenay-Bagotville,NECB2015,75040,146.8120441
RetailStandaloneQC_Montreal-TrudeauNECB2011,0cb7e7da-11e0-406f-adb8-0b1ae6d408aa,2021-12-24T16:12:02.346Z,2021-12-24T16:14:22.801Z,completed,completed normal,RetailStandalone,QC_Montreal-Trudeau,NECB2011,501000,218.4125088
MidriseApartmentQC_Montreal-TrudeauNECB2011,0d3ee951-48a8-4a9f-89a0-6f7d6188a817,2021-12-24T17:19:26.084Z,2021-12-24T17:25:31.139Z,completed,completed normal,MidriseApartment,QC_Montreal-Trudeau,NECB2011,448300,143.0188551
RetailStandaloneAB_Fort.McMurrayNECB2017,0d89ed1c-cfb0-4388-b20d-ac79715f1558,2021-12-24T16:03:54.395Z,2021-12-24T16:06:30.421Z,completed,completed normal,RetailStandalone,AB_Fort.McMurray,NECB2017,457100,199.2416416
MediumOfficeQC_Saguenay-BagotvilleNECB2017,0d95ab1f-2fb3-41b2-b3a1-258433954ea6,2021-12-24T16:31:11.657Z,2021-12-24T16:35:38.953Z,completed,completed normal,MediumOffice,QC_Saguenay-Bagotville,NECB2017,632500,126.9443982
MidriseApartmentMB_Winnipeg-RichardsonNECB2015,0da55cbe-027d-4f59-8ecc-ddf606af4202,2021-12-24T17:03:48.217Z,2021-12-24T17:10:17.383Z,completed,completed normal,MidriseApartment,MB_Winnipeg-Richardson,NECB2015,594900,189.7755135
QuickServiceRestaurantSK_SaskatoonNECB2011,0da81dd6-75c3-44d6-b638-2a6845e05a4d,2021-12-24T17:37:11.287Z,2021-12-24T17:39:05.478Z,completed,completed normal,QuickServiceRestaurant,SK_Saskatoon,NECB2011,319000,1372.844395
LargeOfficeON_TorontoNECB2017,0df6d82e-c44f-4808-995a-1b919b7c213e,2021-12-24T17:54:01.025Z,2021-12-24T18:06:12.115Z,completed,completed normal,LargeOffice,ON_Toronto,NECB2017,5203000,112.3267867
FullServiceRestaurantQC_Saguenay-BagotvilleNECB2011,0ed31207-31ff-4e0c-9077-37fbbae84021,2021-12-24T16:56:22.806Z,2021-12-24T16:58:33.444Z,completed,completed normal,FullServiceRestaurant,QC_Saguenay-Bagotville,NECB2011,384900,752.959014
FullServiceRestaurantNB_FrederictonNECB2020,0ee3364e-a94e-4384-aa28-c078f82e9a35,2021-12-24T16:49:52.477Z,2021-12-24T16:52:37.805Z,completed,completed normal,FullServiceRestaurant,NB_Fredericton,NECB2020,167100,326.8392622
FullServiceRestaurantNL_St.JohnsNECB2017,0f89dbd9-bfce-450b-95ef-91ca68912547,2021-12-24T16:50:58.246Z,2021-12-24T16:53:39.091Z,completed,completed normal,FullServiceRestaurant,NL_St.Johns,NECB2017,213200,417.0497897
RetailStandaloneON_TorontoNECB2011,0fc0876f-68e4-48d4-94a6-0563feb16bae,2021-12-24T16:09:34.289Z,2021-12-24T16:12:10.474Z,completed,completed normal,RetailStandalone,ON_Toronto,NECB2011,534800,233.1490838
QuickServiceRestaurantNL_St.JohnsNECB2015,1082ef83-23fc-4f5a-8add-e33f3f545bfe,2021-12-24T17:31:23.323Z,2021-12-24T17:33:47.546Z,completed,completed normal,QuickServiceRestaurant,NL_St.Johns,NECB2015,230500,991.925148
MediumOfficeNT_YellowknifeNECB2011,10d82de6-0a88-4cc2-b044-3bffacce8be2,2021-12-24T16:25:02.813Z,2021-12-24T16:29:01.668Z,completed,completed normal,MediumOffice,NT_Yellowknife,NECB2011,715600,143.6221376
RetailStandaloneBC_VictoriaNECB2017,10e5d6f2-4b7d-4607-9a9a-99dfb01538db,2021-12-24T16:05:52.526Z,2021-12-24T16:08:31.786Z,completed,completed normal,RetailStandalone,BC_Victoria,NECB2017,313600,136.6868789
LargeOfficeON_WindsorNECB2017,11470f26-7938-477b-b2d7-2d66cf5e737e,2021-12-24T17:55:55.348Z,2021-12-24T18:07:01.936Z,completed,completed normal,LargeOffice,ON_Windsor,NECB2017,5184000,111.9131819
QuickServiceRestaurantBC_VancouverNECB2011,11f90e17-96d6-470c-9030-5e9d76594923,2021-12-24T17:29:00.115Z,2021-12-24T17:31:04.351Z,completed,completed normal,QuickServiceRestaurant,BC_Vancouver,NECB2011,161900,696.8953545
MidriseApartmentNS_YarmouthNECB2015,1255f5fb-d378-4ee0-a705-f833e1e42acf,2021-12-24T17:10:17.580Z,2021-12-24T17:16:39.336Z,completed,completed normal,MidriseApartment,NS_Yarmouth,NECB2015,579200,184.7660297
LargeOfficeSK_SaskatoonNECB2015,12a31005-c22b-4ed2-8f1c-1cb25eca9e63,2021-12-24T18:02:27.044Z,2021-12-24T18:08:05.010Z,completed,completed normal,LargeOffice,SK_Saskatoon,NECB2015,6138000,132.5071287
MidriseApartmentAB_CalgaryNECB2015,13421a59-c0c7-4cd4-a150-a55100e5b021,2021-12-24T16:57:18.909Z,2021-12-24T17:04:08.679Z,completed,completed normal,MidriseApartment,AB_Calgary,NECB2015,607800,193.8926303
WarehouseNT_Inuvik-ZubkoNECB2020,13ae6ffc-2a9c-471b-97f9-430d26f20531,2021-12-24T15:47:36.284Z,2021-12-24T15:50:20.687Z,completed,completed normal,Warehouse,NT_Inuvik-Zubko,NECB2020,794200,164.2475659
WarehouseMB_Winnipeg-RichardsonNECB2020,13c41124-5b87-43be-b0a7-a15eb7d523cf,2021-12-24T15:44:53.858Z,2021-12-24T15:47:22.537Z,completed,completed normal,Warehouse,MB_Winnipeg-Richardson,NECB2020,758200,156.8135477
RetailStripmallNT_YellowknifeNECB2011,13cd0f1a-557a-4c1d-90f6-57c5ce411cc5,2021-12-24T16:41:01.274Z,2021-12-24T16:43:46.703Z,completed,completed normal,RetailStripmall,NT_Yellowknife,NECB2011,589900,282.2268573
SmallOfficeYT_WhitehorseNECB2015,14461052-2b04-4016-ba28-a591cdcbc8b0,2021-12-24T16:03:10.347Z,2021-12-24T16:05:48.594Z,completed,completed normal,SmallOffice,YT_Whitehorse,NECB2015,78440,153.4635817
MidriseApartmentON_Sault.Ste.MarieNECB2020,149c1a23-5742-45a5-83a5-8e115be6e599,2021-12-24T17:19:04.715Z,2021-12-24T17:27:33.687Z,completed,completed normal,MidriseApartment,ON_Sault.Ste.Marie,NECB2020,525100,167.5266
RetailStripmallSK_SaskatoonNECB2020,14d46ab5-0a9d-43d2-ac0b-8154dfab9492,2021-12-24T16:46:09.417Z,2021-12-24T16:50:00.238Z,completed,completed normal,RetailStripmall,SK_Saskatoon,NECB2020,499200,238.7911899
RetailStandaloneNL_St.JohnsNECB2017,150d5a9d-4ab9-4b4e-9ac9-dc714d0e4cb1,2021-12-24T16:06:39.447Z,2021-12-24T16:09:34.122Z,completed,completed normal,RetailStandalone,NL_St.Johns,NECB2017,358600,156.3408927
SmallOfficeMB_Winnipeg-RichardsonNECB2017,15ccb55c-8e04-4be1-b6f8-ab94fdaa7d17,2021-12-24T15:55:37.652Z,2021-12-24T15:58:12.382Z,completed,completed normal,SmallOffice,MB_Winnipeg-Richardson,NECB2017,69020,135.0196938
LargeOfficeBC_VancouverNECB2011,15ceb563-834c-4628-8e2b-20deb8af2ce3,2021-12-24T17:39:14.892Z,2021-12-24T17:43:57.836Z,completed,completed normal,LargeOffice,BC_Vancouver,NECB2011,4955000,106.9670149
RetailStripmallQC_QuebecNECB2011,1628f2ab-a586-4d55-b0af-ea59e10166d5,2021-12-24T16:44:02.879Z,2021-12-24T16:46:29.480Z,completed,completed normal,RetailStripmall,QC_Quebec,NECB2011,529200,253.1616637
WarehouseNS_HalifaxNECB2020,162c428d-cdc2-42c5-9a91-a6f19df41595,2021-12-24T15:45:27.203Z,2021-12-24T15:48:25.596Z,completed,completed normal,Warehouse,NS_Halifax,NECB2020,533400,110.3089955
MediumOfficeQC_Saguenay-BagotvilleNECB2015,16436729-5c56-475f-a28f-a0b244192629,2021-12-24T16:31:04.345Z,2021-12-24T16:35:21.181Z,completed,completed normal,MediumOffice,QC_Saguenay-Bagotville,NECB2015,664300,133.3382843
MidriseApartmentON_TorontoNECB2017,16ae0d56-f67a-4f77-9c4b-018c235640de,2021-12-24T17:13:40.913Z,2021-12-24T17:22:33.647Z,completed,completed normal,MidriseApartment,ON_Toronto,NECB2017,504700,161.0070932
LargeOfficeQC_Montreal-TrudeauNECB2011,16ecead4-b847-4519-b0e5-8734b7793dc9,2021-12-24T17:57:08.567Z,2021-12-24T18:01:58.014Z,completed,completed normal,LargeOffice,QC_Montreal-Trudeau,NECB2011,5516000,119.0803534
MediumOfficeON_TorontoNECB2015,16f4d3d9-8f42-4f9c-ad4b-cc62564845cc,2021-12-24T16:25:58.511Z,2021-12-24T16:31:11.451Z,completed,completed normal,MediumOffice,ON_Toronto,NECB2015,803600,161.2978764
LargeOfficeON_WindsorNECB2020,188504f0-f8bb-4213-b612-cc3473b736e7,2021-12-24T17:56:08.800Z,2021-12-24T18:03:20.516Z,completed,completed normal,LargeOffice,ON_Windsor,NECB2020,4813000,103.9146028
LargeOfficeNS_Sydney-McCurdyNECB2020,18c05b9a-dbc7-4bb6-8947-dcf7be70c826,2021-12-24T17:49:24.147Z,2021-12-24T17:57:02.548Z,completed,completed normal,LargeOffice,NS_Sydney-McCurdy,NECB2020,4675000,100.9169422
RetailStandaloneNL_St.JohnsNECB2020,19733fa4-02a9-40b8-89d9-f48089bc73c2,2021-12-24T16:06:40.350Z,2021-12-24T16:09:28.398Z,completed,completed normal,RetailStandalone,NL_St.Johns,NECB2020,359300,156.6387725
WarehouseNS_HalifaxNECB2017,19ae0786-ac08-4654-88e6-ba2df40b7346,2021-12-24T15:45:26.195Z,2021-12-24T15:48:29.256Z,completed,completed normal,Warehouse,NS_Halifax,NECB2017,454800,94.06445926
QuickServiceRestaurantNS_HalifaxNECB2011,19c3c1d7-48fc-44fe-babc-7c0b08423175,2021-12-24T17:31:44.141Z,2021-12-24T17:33:49.320Z,completed,completed normal,QuickServiceRestaurant,NS_Halifax,NECB2011,250000,1076.081031
MediumOfficeON_TorontoNECB2017,1a43bbe6-bf1d-4ebd-8f92-b81c61794c5b,2021-12-24T16:26:18.440Z,2021-12-24T16:31:50.391Z,completed,completed normal,MediumOffice,ON_Toronto,NECB2017,739400,148.4041712
LargeOfficeNT_Inuvik-ZubkoNECB2011,1a4eb573-25f1-430e-87f9-8818ec050c45,2021-12-24T17:50:24.229Z,2021-12-24T17:55:16.762Z,completed,completed normal,LargeOffice,NT_Inuvik-Zubko,NECB2011,6351000,137.11825
FullServiceRestaurantON_WindsorNECB2015,1add357f-4555-4dcf-b251-97179a712c70,2021-12-24T16:54:16.046Z,2021-12-24T16:56:57.592Z,completed,completed normal,FullServiceRestaurant,ON_Windsor,NECB2015,349800,684.3718413
MidriseApartmentQC_QuebecNECB2017,1afbdb39-fd27-4f02-a563-20220d35e9e6,2021-12-24T17:21:01.446Z,2021-12-24T17:27:58.098Z,completed,completed normal,MidriseApartment,QC_Quebec,NECB2017,459100,146.4607151
SmallOfficeNL_St.JohnsNECB2011,1b211c13-9e2b-47d6-94fb-31f0c512a06f,2021-12-24T15:55:53.374Z,2021-12-24T15:58:06.028Z,completed,completed normal,SmallOffice,NL_St.Johns,NECB2011,69980,136.8945144
RetailStripmallQC_Saguenay-BagotvilleNECB2011,1b2dbb9d-ea12-443d-952d-07f9af236959,2021-12-24T16:44:20.363Z,2021-12-24T16:46:55.196Z,completed,completed normal,RetailStripmall,QC_Saguenay-Bagotville,NECB2011,495100,236.8310966
MidriseApartmentON_Sault.Ste.MarieNECB2011,1b43d6c0-aec9-44d2-9949-219c0a4f5357,2021-12-24T17:15:14.441Z,2021-12-24T17:21:50.370Z,completed,completed normal,MidriseApartment,ON_Sault.Ste.Marie,NECB2011,501400,159.940152
QuickServiceRestaurantBC_VictoriaNECB2015,1b49027d-2eab-40de-be6e-4210ebedcce6,2021-12-24T17:29:43.488Z,2021-12-24T17:32:13.445Z,completed,completed normal,QuickServiceRestaurant,BC_Victoria,NECB2015,164900,709.6639982
MidriseApartmentQC_Montreal-TrudeauNECB2015,1bdf4e04-5d2c-46bb-9439-f3f960ea49f4,2021-12-24T17:19:39.486Z,2021-12-24T17:26:36.821Z,completed,completed normal,MidriseApartment,QC_Montreal-Trudeau,NECB2015,535800,170.9161764
LargeOfficeAB_Edmonton.Stony.PlainNECB2020,1c1c3665-1a3a-4fb7-aae0-e3c8f131ceec,2021-12-24T17:38:33.119Z,2021-12-24T17:46:26.372Z,completed,completed normal,LargeOffice,AB_Edmonton.Stony.Plain,NECB2020,4664000,100.6957773
LargeOfficeBC_VictoriaNECB2017,1c921e4a-fa21-43d5-94cd-02c2e91f881e,2021-12-24T17:40:02.123Z,2021-12-24T17:45:27.561Z,completed,completed normal,LargeOffice,BC_Victoria,NECB2017,4479000,96.68692269
RetailStripmallON_WindsorNECB2015,1cfa3e7a-17e0-4ec6-9bd3-6bd7c73426b9,2021-12-24T16:43:04.648Z,2021-12-24T16:46:00.537Z,completed,completed normal,RetailStripmall,ON_Windsor,NECB2015,539200,257.9456202
RetailStripmallBC_VancouverNECB2017,1d204142-19d3-4036-9c6c-09ed6bc50fcc,2021-12-24T16:36:27.975Z,2021-12-24T16:39:34.862Z,completed,completed normal,RetailStripmall,BC_Vancouver,NECB2017,351900,168.3301547
MediumOfficeAB_Edmonton.Stony.PlainNECB2015,1d29fea4-fe6b-4ebf-857b-b44e53e2ccce,2021-12-24T16:14:56.258Z,2021-12-24T16:19:46.451Z,completed,completed normal,MediumOffice,AB_Edmonton.Stony.Plain,NECB2015,779900,156.54595
QuickServiceRestaurantNS_YarmouthNECB2020,1d3efc08-54ac-4440-88ce-f51b36c43453,2021-12-24T17:33:01.768Z,2021-12-24T17:35:36.093Z,completed,completed normal,QuickServiceRestaurant,NS_Yarmouth,NECB2020,63490,273.2465831
FullServiceRestaurantSK_SaskatoonNECB2015,1d582fe4-a821-4cf3-be20-a47448a52ce9,2021-12-24T16:56:52.588Z,2021-12-24T16:59:08.743Z,completed,completed normal,FullServiceRestaurant,SK_Saskatoon,NECB2015,484500,947.8844001
SmallOfficeQC_Saguenay-BagotvilleNECB2017,1d5a4beb-8def-4741-a8a8-71643aeb6cc8,2021-12-24T16:01:24.900Z,2021-12-24T16:03:54.073Z,completed,completed normal,SmallOffice,QC_Saguenay-Bagotville,NECB2017,64490,126.1618454
SmallOfficeNS_HalifaxNECB2015,1e03ca67-16a1-429e-bd8d-e0e0ebb8fc6a,2021-12-24T15:56:04.565Z,2021-12-24T15:58:44.555Z,completed,completed normal,SmallOffice,NS_Halifax,NECB2015,68190,133.3948492
MediumOfficeAB_CalgaryNECB2017,1e8096c0-1cf3-4fa3-b704-c68be337f0e1,2021-12-24T16:14:54.299Z,2021-12-24T16:20:15.332Z,completed,completed normal,MediumOffice,AB_Calgary,NECB2017,720500,144.6245973
RetailStandaloneQC_Saguenay-BagotvilleNECB2020,1e87cfa8-53ec-4651-ba99-07d007277270,2021-12-24T16:14:13.218Z,2021-12-24T16:16:58.094Z,completed,completed normal,RetailStandalone,QC_Saguenay-Bagotville,NECB2020,380100,165.6829367
FullServiceRestaurantNS_YarmouthNECB2020,1e87f422-41c9-4a0f-ac05-b14e9d1a5287,2021-12-24T16:52:09.311Z,2021-12-24T16:54:43.351Z,completed,completed normal,FullServiceRestaurant,NS_Yarmouth,NECB2020,155100,303.4660406
